name	time (min)	auc	test_auc	test_low_auc	test_high_auc	val_auc	diff_lib_auc	diff_indv_auc	diff_tissue_auc
HEXEvent_DSC	20	0.8954713318775157	0.871474775625128	0.881497198692579	0.8420034245568401	0.8740237592037177
HEXEvent_DSC	13	0.8837614759489547	0.864363621109059	0.8946456792968384	0.8627792424149953	0.8531619747523573
HEXEvent_DSC	11	0.8839479022012248	0.8693226631530374	0.8783534974230404	0.8402072395555968	0.8717819210549569
HEXEvent_DSC	7	0.8847690109051646	0.8698806541269826	0.887035377202767	0.8683332128819186	0.8614858376761504
HEXEvent_DSC	14	0.8960835754758073	0.8797273851460015	0.8953007417246469	0.8642807394979528	0.8735194840118945
HEXEvent_DSC	16	0.889412870481007	0.877244101128349	0.8986670112591982	0.8667928346819532	0.8780770548361495
HEXEvent_DSC	21	0.8900126071560044	0.8729573869238557	0.893101308205262	0.8523082411889231	0.874726794894341
HEXEvent_DSC	17	0.8889869362894076	0.8660454899844376	0.8818445973543497	0.8596292132325632	0.8693054139011938
HEXEvent_DSC	22	0.8909471271785628	0.8826614313229156	0.9017990532351874	0.8503211615319899	0.8741556627449879
SingleHead	22	0.8414919528299177	0.8214266095271806	0.8578069955525987	0.7227352450170089	0.8221496305471689
SingleHead	18	0.8598437052226345	0.815355605562051	0.8682485966913055	0.7242468591553205	0.8237082111108313
SingleHead	23	0.9130184172734765	0.8520549883242615	0.9145830646221628	0.7857417265951677	0.8591736627691055
SingleHead	20	0.9234544461780825	0.8569570078706572	0.9121066803220098	0.7633914059444079	0.8577489678315121
SingleHead	22	0.9393522774862187	0.8672972817660607	0.9260134145147013	0.7565393267820409	0.8620255013192586
SingleHead	11	0.8289506852213029	0.8082023039103547	0.860313955055364	0.7016912696758308	0.8075764311344801
SingleHead	17	0.8003675040863302	0.7948052081472263	0.8492291454305158	0.7073562953811183	0.7864016074730905
SingleHead	29	0.9069413953790545	0.8586301024744768	0.9124623623548627	0.7579140821090989	0.8617999164413441
SingleHead	22	0.849887820030317	0.8132179931556368	0.8645270197123504	0.7132277254091254	0.8156679501200939
NoQuery	13	0.8177819063729411	0.8189799045971784	0.852548219942359	0.7025945308735562	0.8186325723722451
NoQuery	13	0.8904817187158119	0.8488104362255192	0.9095722486824926	0.7600416546640629	0.8508551366923458
